Description,TIMESTAMP
Statistics: FilesDownloaded:33; TotalNumberOfFiles:705973; SnapshotSizeBytes:1153362486777; ReusedBytes:1153327103852; DownloadedBytes:34944075; RunTimeInSec:350; ManifestTimeSec:16; CleanupTimeSec:1; CSWDoneSizeBytes:1540818444024; FilesFilterOutBySize:0,2020-07-04T08:34:26.0298565Z
Statistics: FilesDownloaded:239; TotalNumberOfFiles:922575; SnapshotSizeBytes:3212331136521; ReusedBytes:3212148655139; DownloadedBytes:182078061; RunTimeInSec:239; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T08:34:29.6476715Z
Statistics: FilesDownloaded:34; TotalNumberOfFiles:705251; SnapshotSizeBytes:1150837365071; ReusedBytes:1150802005701; DownloadedBytes:34903916; RunTimeInSec:194; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:1543335485270; FilesFilterOutBySize:0,2020-07-04T08:34:30.2014818Z
Statistics: FilesDownloaded:35; TotalNumberOfFiles:705251; SnapshotSizeBytes:1150837365074; ReusedBytes:1150836954232; DownloadedBytes:137363; RunTimeInSec:185; ManifestTimeSec:11; CleanupTimeSec:0; CSWDoneSizeBytes:1543335485270; FilesFilterOutBySize:0,2020-07-04T08:37:35.7131985Z
Statistics: FilesDownloaded:19; TotalNumberOfFiles:922575; SnapshotSizeBytes:3212331136423; ReusedBytes:3212330759954; DownloadedBytes:0; RunTimeInSec:236; ManifestTimeSec:13; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T08:38:26.698468Z
Statistics: FilesDownloaded:60; TotalNumberOfFiles:705973; SnapshotSizeBytes:1153362489043; ReusedBytes:1153361688870; DownloadedBytes:342105; RunTimeInSec:359; ManifestTimeSec:15; CleanupTimeSec:1; CSWDoneSizeBytes:1540818444024; FilesFilterOutBySize:0,2020-07-04T08:40:26.4525576Z
Statistics: FilesDownloaded:65; TotalNumberOfFiles:705251; SnapshotSizeBytes:1150837373423; ReusedBytes:1150752046463; DownloadedBytes:84654780; RunTimeInSec:193; ManifestTimeSec:9; CleanupTimeSec:0; CSWDoneSizeBytes:1543335485270; FilesFilterOutBySize:0,2020-07-04T08:40:49.4723414Z
Statistics: FilesDownloaded:128; TotalNumberOfFiles:922575; SnapshotSizeBytes:3212331140703; ReusedBytes:3212051754629; DownloadedBytes:278805772; RunTimeInSec:242; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T08:42:29.407735Z
Statistics: FilesDownloaded:36; TotalNumberOfFiles:705251; SnapshotSizeBytes:1150837375760; ReusedBytes:1150836746607; DownloadedBytes:88697; RunTimeInSec:179; ManifestTimeSec:9; CleanupTimeSec:0; CSWDoneSizeBytes:1543335485270; FilesFilterOutBySize:0,2020-07-04T08:43:49.5056838Z
Statistics: FilesDownloaded:69; TotalNumberOfFiles:705973; SnapshotSizeBytes:1153362497487; ReusedBytes:1153276599383; DownloadedBytes:85216780; RunTimeInSec:354; ManifestTimeSec:16; CleanupTimeSec:1; CSWDoneSizeBytes:1540818444024; FilesFilterOutBySize:0,2020-07-04T08:46:21.6896852Z
Statistics: FilesDownloaded:23; TotalNumberOfFiles:922575; SnapshotSizeBytes:3212331143066; ReusedBytes:3212330651972; DownloadedBytes:32185; RunTimeInSec:235; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T08:46:25.5725095Z
Statistics: FilesDownloaded:28; TotalNumberOfFiles:705251; SnapshotSizeBytes:1150837375651; ReusedBytes:1150836930289; DownloadedBytes:7055; RunTimeInSec:179; ManifestTimeSec:10; CleanupTimeSec:0; CSWDoneSizeBytes:1543335485270; FilesFilterOutBySize:0,2020-07-04T08:46:49.9972655Z
Statistics: FilesDownloaded:28; TotalNumberOfFiles:705251; SnapshotSizeBytes:1150837373252; ReusedBytes:1150836969913; DownloadedBytes:6734; RunTimeInSec:186; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:1543335485270; FilesFilterOutBySize:0,2020-07-04T08:49:56.759167Z
Statistics: FilesDownloaded:20; TotalNumberOfFiles:922575; SnapshotSizeBytes:3212331142952; ReusedBytes:3212330714541; DownloadedBytes:0; RunTimeInSec:238; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T08:50:24.2446806Z
Statistics: FilesDownloaded:31; TotalNumberOfFiles:705973; SnapshotSizeBytes:1153362495071; ReusedBytes:1153361994946; DownloadedBytes:6734; RunTimeInSec:338; ManifestTimeSec:16; CleanupTimeSec:1; CSWDoneSizeBytes:1540818444024; FilesFilterOutBySize:0,2020-07-04T08:52:04.3167823Z
Statistics: FilesDownloaded:29; TotalNumberOfFiles:705251; SnapshotSizeBytes:1150837373257; ReusedBytes:1150836900709; DownloadedBytes:0; RunTimeInSec:204; ManifestTimeSec:13; CleanupTimeSec:0; CSWDoneSizeBytes:1543335485270; FilesFilterOutBySize:0,2020-07-04T08:53:21.8858571Z
Statistics: FilesDownloaded:20; TotalNumberOfFiles:922575; SnapshotSizeBytes:3212331140668; ReusedBytes:3212330740303; DownloadedBytes:0; RunTimeInSec:239; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T08:54:24.1673243Z
Statistics: FilesDownloaded:44; TotalNumberOfFiles:705251; SnapshotSizeBytes:1150837374850; ReusedBytes:1150836644807; DownloadedBytes:180726; RunTimeInSec:188; ManifestTimeSec:13; CleanupTimeSec:0; CSWDoneSizeBytes:1543335485270; FilesFilterOutBySize:0,2020-07-04T08:56:31.1397534Z
Statistics: FilesDownloaded:47; TotalNumberOfFiles:705973; SnapshotSizeBytes:1153362496821; ReusedBytes:1153361713951; DownloadedBytes:180726; RunTimeInSec:355; ManifestTimeSec:20; CleanupTimeSec:1; CSWDoneSizeBytes:1540818444024; FilesFilterOutBySize:0,2020-07-04T08:58:01.3531211Z
Statistics: FilesDownloaded:86; TotalNumberOfFiles:922576; SnapshotSizeBytes:3212331224870; ReusedBytes:3212051420755; DownloadedBytes:279269000; RunTimeInSec:243; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T08:58:28.0988399Z
Statistics: FilesDownloaded:46; TotalNumberOfFiles:705252; SnapshotSizeBytes:1150837454921; ReusedBytes:1150732690236; DownloadedBytes:104303233; RunTimeInSec:207; ManifestTimeSec:15; CleanupTimeSec:1; CSWDoneSizeBytes:1543335485270; FilesFilterOutBySize:0,2020-07-04T08:59:59.5367048Z
Statistics: FilesDownloaded:31; TotalNumberOfFiles:922576; SnapshotSizeBytes:3212331223027; ReusedBytes:3212330675488; DownloadedBytes:128098; RunTimeInSec:236; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T09:02:24.9770427Z
Statistics: FilesDownloaded:30; TotalNumberOfFiles:705252; SnapshotSizeBytes:1150837455178; ReusedBytes:1150836934655; DownloadedBytes:0; RunTimeInSec:186; ManifestTimeSec:13; CleanupTimeSec:0; CSWDoneSizeBytes:1543335485270; FilesFilterOutBySize:0,2020-07-04T09:03:06.7669814Z
Statistics: FilesDownloaded:53; TotalNumberOfFiles:705974; SnapshotSizeBytes:1153362576939; ReusedBytes:1153257091671; DownloadedBytes:104929680; RunTimeInSec:355; ManifestTimeSec:16; CleanupTimeSec:1; CSWDoneSizeBytes:1540818444024; FilesFilterOutBySize:0,2020-07-04T09:03:58.442924Z
Statistics: FilesFailed:0; FilesDownloaded:3; TimeTakenInSeconds:104; ManifestTimeSec:10; CleanupTimeSec:0; Error:79% of VEs failed,2020-07-04T09:04:09.4282807Z
Statistics: FilesDownloaded:29; TotalNumberOfFiles:705252; SnapshotSizeBytes:1150837455233; ReusedBytes:1150837010602; DownloadedBytes:33259; RunTimeInSec:187; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:1543335485270; FilesFilterOutBySize:0,2020-07-04T09:06:15.0600662Z
Statistics: FilesDownloaded:21; TotalNumberOfFiles:922576; SnapshotSizeBytes:3212331475031; ReusedBytes:3212325077123; DownloadedBytes:5996967; RunTimeInSec:236; ManifestTimeSec:13; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T09:08:05.8756456Z
Statistics: FilesDownloaded:31; TotalNumberOfFiles:705252; SnapshotSizeBytes:1150837707330; ReusedBytes:1150831296260; DownloadedBytes:6003691; RunTimeInSec:181; ManifestTimeSec:11; CleanupTimeSec:0; CSWDoneSizeBytes:1543335485270; FilesFilterOutBySize:0,2020-07-04T09:09:17.3864434Z
Statistics: FilesDownloaded:33; TotalNumberOfFiles:705974; SnapshotSizeBytes:1153362829141; ReusedBytes:1153356300565; DownloadedBytes:6030252; RunTimeInSec:342; ManifestTimeSec:16; CleanupTimeSec:1; CSWDoneSizeBytes:1540818444024; FilesFilterOutBySize:0,2020-07-04T09:09:41.9574402Z
Statistics: FilesDownloaded:23; TotalNumberOfFiles:922576; SnapshotSizeBytes:3212331475533; ReusedBytes:3212330932572; DownloadedBytes:0; RunTimeInSec:238; ManifestTimeSec:15; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T09:12:04.4658081Z
Statistics: FilesDownloaded:29; TotalNumberOfFiles:705252; SnapshotSizeBytes:1150837707620; ReusedBytes:1150837106100; DownloadedBytes:0; RunTimeInSec:181; ManifestTimeSec:11; CleanupTimeSec:0; CSWDoneSizeBytes:1543335485270; FilesFilterOutBySize:0,2020-07-04T09:12:19.1433063Z
Statistics: FilesDownloaded:33; TotalNumberOfFiles:705974; SnapshotSizeBytes:1153362829056; ReusedBytes:1153362209017; DownloadedBytes:6702; RunTimeInSec:339; ManifestTimeSec:15; CleanupTimeSec:0; CSWDoneSizeBytes:1540818444024; FilesFilterOutBySize:0,2020-07-04T09:15:22.3511716Z
Statistics: FilesDownloaded:27; TotalNumberOfFiles:705252; SnapshotSizeBytes:1150837707190; ReusedBytes:1150837260879; DownloadedBytes:6702; RunTimeInSec:194; ManifestTimeSec:11; CleanupTimeSec:0; CSWDoneSizeBytes:1543335485270; FilesFilterOutBySize:0,2020-07-04T09:15:34.2987696Z
Statistics: FilesDownloaded:32; TotalNumberOfFiles:922576; SnapshotSizeBytes:3212331814520; ReusedBytes:3212053228978; DownloadedBytes:278179706; RunTimeInSec:241; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T09:16:06.7417038Z
Statistics: FilesDownloaded:29; TotalNumberOfFiles:705252; SnapshotSizeBytes:1150837707687; ReusedBytes:1150837299905; DownloadedBytes:6736; RunTimeInSec:182; ManifestTimeSec:11; CleanupTimeSec:0; CSWDoneSizeBytes:1543335485270; FilesFilterOutBySize:0,2020-07-04T09:18:37.1979593Z
Statistics: FilesDownloaded:16; TotalNumberOfFiles:922576; SnapshotSizeBytes:3212331814552; ReusedBytes:3212331518247; DownloadedBytes:0; RunTimeInSec:238; ManifestTimeSec:13; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T09:20:05.1568776Z
Statistics: FilesDownloaded:41; TotalNumberOfFiles:705974; SnapshotSizeBytes:1153362828848; ReusedBytes:1153257707691; DownloadedBytes:104649881; RunTimeInSec:351; ManifestTimeSec:16; CleanupTimeSec:1; CSWDoneSizeBytes:1540818443453; FilesFilterOutBySize:0,2020-07-04T09:21:15.1676946Z
Statistics: FilesDownloaded:38; TotalNumberOfFiles:705252; SnapshotSizeBytes:1150837707110; ReusedBytes:1150733247893; DownloadedBytes:104023412; RunTimeInSec:189; ManifestTimeSec:10; CleanupTimeSec:0; CSWDoneSizeBytes:1543335484699; FilesFilterOutBySize:0,2020-07-04T09:21:47.5718906Z
Statistics: FilesDownloaded:19; TotalNumberOfFiles:922576; SnapshotSizeBytes:3212331814767; ReusedBytes:3212331397635; DownloadedBytes:0; RunTimeInSec:237; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T09:24:02.6833417Z
Statistics: FilesDownloaded:30; TotalNumberOfFiles:705252; SnapshotSizeBytes:1150837707552; ReusedBytes:1150837083253; DownloadedBytes:0; RunTimeInSec:194; ManifestTimeSec:10; CleanupTimeSec:0; CSWDoneSizeBytes:1543335484699; FilesFilterOutBySize:0,2020-07-04T09:25:02.1894103Z
Statistics: FilesDownloaded:35; TotalNumberOfFiles:705974; SnapshotSizeBytes:1153362829324; ReusedBytes:1153362189774; DownloadedBytes:6714; RunTimeInSec:367; ManifestTimeSec:18; CleanupTimeSec:0; CSWDoneSizeBytes:1540818443453; FilesFilterOutBySize:0,2020-07-04T09:27:23.4176346Z
Statistics: FilesDownloaded:20; TotalNumberOfFiles:922576; SnapshotSizeBytes:3212331814725; ReusedBytes:3212331274608; DownloadedBytes:0; RunTimeInSec:235; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T09:27:58.7814695Z
Statistics: FilesDownloaded:31; TotalNumberOfFiles:705252; SnapshotSizeBytes:1150837707230; ReusedBytes:1150837215065; DownloadedBytes:6732; RunTimeInSec:196; ManifestTimeSec:10; CleanupTimeSec:0; CSWDoneSizeBytes:1543335484699; FilesFilterOutBySize:0,2020-07-04T09:28:19.5716953Z
Statistics: FilesDownloaded:33; TotalNumberOfFiles:705252; SnapshotSizeBytes:1150837707461; ReusedBytes:1150837179539; DownloadedBytes:6752; RunTimeInSec:179; ManifestTimeSec:10; CleanupTimeSec:0; CSWDoneSizeBytes:1543335484699; FilesFilterOutBySize:0,2020-07-04T09:31:19.0511686Z
Statistics: FilesDownloaded:22; TotalNumberOfFiles:922576; SnapshotSizeBytes:3212331814818; ReusedBytes:3212331382521; DownloadedBytes:0; RunTimeInSec:253; ManifestTimeSec:28; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T09:32:12.4419849Z
Statistics: FilesDownloaded:38; TotalNumberOfFiles:705974; SnapshotSizeBytes:1153362829240; ReusedBytes:1153362238178; DownloadedBytes:17151; RunTimeInSec:337; ManifestTimeSec:16; CleanupTimeSec:1; CSWDoneSizeBytes:1540818443453; FilesFilterOutBySize:0,2020-07-04T09:33:01.7341736Z
Statistics: FilesDownloaded:28; TotalNumberOfFiles:704498; SnapshotSizeBytes:1142024476619; ReusedBytes:1142024101061; DownloadedBytes:22234; RunTimeInSec:184; ManifestTimeSec:9; CleanupTimeSec:0; CSWDoneSizeBytes:1365434713997; FilesFilterOutBySize:0,2020-07-04T09:34:23.7287253Z
Statistics: FilesDownloaded:61; TotalNumberOfFiles:921822; SnapshotSizeBytes:3025617813339; ReusedBytes:3025338934530; DownloadedBytes:278496337; RunTimeInSec:243; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T09:36:15.9735392Z
Statistics: FilesDownloaded:26; TotalNumberOfFiles:704498; SnapshotSizeBytes:1142024476508; ReusedBytes:1142024029604; DownloadedBytes:33279; RunTimeInSec:195; ManifestTimeSec:9; CleanupTimeSec:0; CSWDoneSizeBytes:1365434713997; FilesFilterOutBySize:0,2020-07-04T09:37:39.4759686Z
Statistics: FilesDownloaded:30; TotalNumberOfFiles:705220; SnapshotSizeBytes:1144649751611; ReusedBytes:1144649264217; DownloadedBytes:45114; RunTimeInSec:342; ManifestTimeSec:18; CleanupTimeSec:1; CSWDoneSizeBytes:1362817519912; FilesFilterOutBySize:0,2020-07-04T09:38:45.2109146Z
Statistics: FilesDownloaded:24; TotalNumberOfFiles:921822; SnapshotSizeBytes:3025617813254; ReusedBytes:3025617347695; DownloadedBytes:82328; RunTimeInSec:235; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T09:40:12.2535796Z
Statistics: FilesDownloaded:38; TotalNumberOfFiles:704498; SnapshotSizeBytes:1142024476478; ReusedBytes:1141939538536; DownloadedBytes:84434011; RunTimeInSec:198; ManifestTimeSec:9; CleanupTimeSec:0; CSWDoneSizeBytes:1365434713997; FilesFilterOutBySize:0,2020-07-04T09:40:58.8779728Z
Statistics: FilesDownloaded:25; TotalNumberOfFiles:704498; SnapshotSizeBytes:1142024476326; ReusedBytes:1142024056150; DownloadedBytes:0; RunTimeInSec:175; ManifestTimeSec:9; CleanupTimeSec:0; CSWDoneSizeBytes:1365434713997; FilesFilterOutBySize:0,2020-07-04T09:43:54.5458833Z
Statistics: FilesDownloaded:20; TotalNumberOfFiles:921822; SnapshotSizeBytes:3025617813318; ReusedBytes:3025617397088; DownloadedBytes:0; RunTimeInSec:238; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T09:44:11.1343088Z
Statistics: FilesDownloaded:42; TotalNumberOfFiles:705220; SnapshotSizeBytes:1144649751032; ReusedBytes:1144564296627; DownloadedBytes:84942184; RunTimeInSec:356; ManifestTimeSec:15; CleanupTimeSec:1; CSWDoneSizeBytes:1362817519912; FilesFilterOutBySize:0,2020-07-04T09:44:42.7901826Z
Statistics: FilesDownloaded:25; TotalNumberOfFiles:704498; SnapshotSizeBytes:1142024476404; ReusedBytes:1142024189272; DownloadedBytes:6722; RunTimeInSec:187; ManifestTimeSec:9; CleanupTimeSec:0; CSWDoneSizeBytes:1365434713997; FilesFilterOutBySize:0,2020-07-04T09:47:02.6800608Z
Statistics: FilesDownloaded:15; TotalNumberOfFiles:921822; SnapshotSizeBytes:3025617813362; ReusedBytes:3025617463233; DownloadedBytes:0; RunTimeInSec:236; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T09:48:08.1939122Z
Statistics: FilesDownloaded:38; TotalNumberOfFiles:704498; SnapshotSizeBytes:1142024476306; ReusedBytes:1142023880595; DownloadedBytes:133206; RunTimeInSec:177; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:1365434713997; FilesFilterOutBySize:0,2020-07-04T09:50:00.7510212Z
Statistics: FilesDownloaded:38; TotalNumberOfFiles:705220; SnapshotSizeBytes:1144649750834; ReusedBytes:1144649131835; DownloadedBytes:95411; RunTimeInSec:320; ManifestTimeSec:14; CleanupTimeSec:1; CSWDoneSizeBytes:1362817519912; FilesFilterOutBySize:0,2020-07-04T09:50:04.7420116Z
Statistics: FilesDownloaded:249; TotalNumberOfFiles:866580; SnapshotSizeBytes:3024249477489; ReusedBytes:3024074363410; DownloadedBytes:174698529; RunTimeInSec:238; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T09:52:06.9711271Z
Statistics: FilesDownloaded:37; TotalNumberOfFiles:649167; SnapshotSizeBytes:1141563874045; ReusedBytes:1141536189821; DownloadedBytes:27214262; RunTimeInSec:180; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:1364525782078; FilesFilterOutBySize:0,2020-07-04T09:53:01.4452341Z
Statistics: FilesDownloaded:48; TotalNumberOfFiles:649978; SnapshotSizeBytes:1144189235777; ReusedBytes:1144161430255; DownloadedBytes:27258817; RunTimeInSec:357; ManifestTimeSec:17; CleanupTimeSec:1; CSWDoneSizeBytes:1361908680019; FilesFilterOutBySize:0,2020-07-04T09:56:03.1659279Z
Statistics: FilesDownloaded:36; TotalNumberOfFiles:921822; SnapshotSizeBytes:3025618852349; ReusedBytes:3025340078546; DownloadedBytes:278343069; RunTimeInSec:240; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T09:56:07.5132381Z
Statistics: FilesDownloaded:38; TotalNumberOfFiles:704498; SnapshotSizeBytes:1142024478464; ReusedBytes:1142023984981; DownloadedBytes:6744; RunTimeInSec:192; ManifestTimeSec:9; CleanupTimeSec:0; CSWDoneSizeBytes:1365434713997; FilesFilterOutBySize:0,2020-07-04T09:56:14.6426286Z
Statistics: FilesDownloaded:51; TotalNumberOfFiles:705252; SnapshotSizeBytes:1150837713535; ReusedBytes:1150836941934; DownloadedBytes:180643; RunTimeInSec:177; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:1543335484699; FilesFilterOutBySize:0,2020-07-04T09:59:12.8435926Z
Statistics: FilesDownloaded:40; TotalNumberOfFiles:921822; SnapshotSizeBytes:3025618858652; ReusedBytes:3025618213397; DownloadedBytes:173891; RunTimeInSec:234; ManifestTimeSec:14; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T10:00:02.325832Z
Statistics: FilesDownloaded:69; TotalNumberOfFiles:705974; SnapshotSizeBytes:1153362833370; ReusedBytes:1153276983163; DownloadedBytes:85161893; RunTimeInSec:355; ManifestTimeSec:16; CleanupTimeSec:1; CSWDoneSizeBytes:1540818443453; FilesFilterOutBySize:0,2020-07-04T10:01:59.940902Z
Statistics: FilesDownloaded:45; TotalNumberOfFiles:705252; SnapshotSizeBytes:1150837708587; ReusedBytes:1150752685778; DownloadedBytes:84473077; RunTimeInSec:182; ManifestTimeSec:9; CleanupTimeSec:0; CSWDoneSizeBytes:1543335484699; FilesFilterOutBySize:0,2020-07-04T10:02:15.6645943Z
Statistics: FilesDownloaded:36; TotalNumberOfFiles:922576; SnapshotSizeBytes:3212332855397; ReusedBytes:3212332144805; DownloadedBytes:128110; RunTimeInSec:235; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T10:03:58.3777705Z
Statistics: FilesDownloaded:33; TotalNumberOfFiles:705252; SnapshotSizeBytes:1150837706764; ReusedBytes:1150837258007; DownloadedBytes:33507; RunTimeInSec:178; ManifestTimeSec:9; CleanupTimeSec:0; CSWDoneSizeBytes:1543335484699; FilesFilterOutBySize:0,2020-07-04T10:05:14.6738432Z
Statistics: FilesDownloaded:39; TotalNumberOfFiles:705974; SnapshotSizeBytes:1153362828551; ReusedBytes:1153362250805; DownloadedBytes:33507; RunTimeInSec:338; ManifestTimeSec:19; CleanupTimeSec:1; CSWDoneSizeBytes:1540818443453; FilesFilterOutBySize:0,2020-07-04T10:07:39.4197851Z
Statistics: FilesDownloaded:21; TotalNumberOfFiles:922576; SnapshotSizeBytes:3212332853207; ReusedBytes:3212332454170; DownloadedBytes:0; RunTimeInSec:235; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T10:07:54.1604317Z
Statistics: FilesDownloaded:34; TotalNumberOfFiles:705252; SnapshotSizeBytes:1150837706448; ReusedBytes:1150837135059; DownloadedBytes:56760; RunTimeInSec:180; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:1543335484699; FilesFilterOutBySize:0,2020-07-04T10:08:16.1271074Z
Statistics: FilesDownloaded:32; TotalNumberOfFiles:705252; SnapshotSizeBytes:1150837706592; ReusedBytes:1150837274617; DownloadedBytes:54040; RunTimeInSec:179; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:1543335484699; FilesFilterOutBySize:0,2020-07-04T10:11:16.2553207Z
Statistics: FilesDownloaded:20; TotalNumberOfFiles:922576; SnapshotSizeBytes:3212332853214; ReusedBytes:3212332394770; DownloadedBytes:47312; RunTimeInSec:236; ManifestTimeSec:13; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T10:11:50.7604015Z
Statistics: FilesDownloaded:55; TotalNumberOfFiles:705974; SnapshotSizeBytes:1153362828538; ReusedBytes:1153362022677; DownloadedBytes:280488; RunTimeInSec:355; ManifestTimeSec:17; CleanupTimeSec:1; CSWDoneSizeBytes:1540818443453; FilesFilterOutBySize:0,2020-07-04T10:13:36.0865505Z
Statistics: FilesDownloaded:40; TotalNumberOfFiles:705252; SnapshotSizeBytes:1150837706669; ReusedBytes:1150837101078; DownloadedBytes:8054; RunTimeInSec:177; ManifestTimeSec:9; CleanupTimeSec:0; CSWDoneSizeBytes:1543335484699; FilesFilterOutBySize:0,2020-07-04T10:14:14.0336766Z
Statistics: FilesDownloaded:22; TotalNumberOfFiles:922576; SnapshotSizeBytes:3212332853329; ReusedBytes:3212332346788; DownloadedBytes:0; RunTimeInSec:237; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T10:15:48.8475485Z
Statistics: FilesDownloaded:48; TotalNumberOfFiles:705252; SnapshotSizeBytes:1150837708574; ReusedBytes:1150837204494; DownloadedBytes:4183; RunTimeInSec:178; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:1543335484699; FilesFilterOutBySize:0,2020-07-04T10:17:13.3270313Z
Statistics: FilesDownloaded:36; TotalNumberOfFiles:459006; SnapshotSizeBytes:1063800483275; ReusedBytes:1063799809306; DownloadedBytes:11421; RunTimeInSec:349; ManifestTimeSec:16; CleanupTimeSec:1; CSWDoneSizeBytes:1023290252749; FilesFilterOutBySize:0,2020-07-04T10:19:26.7649951Z
Statistics: FilesDownloaded:20; TotalNumberOfFiles:922576; SnapshotSizeBytes:3212332855026; ReusedBytes:3212332441537; DownloadedBytes:0; RunTimeInSec:238; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T10:19:48.0355739Z
Statistics: FilesDownloaded:34; TotalNumberOfFiles:705252; SnapshotSizeBytes:1150837708520; ReusedBytes:1150837205695; DownloadedBytes:6702; RunTimeInSec:170; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:1543335484699; FilesFilterOutBySize:0,2020-07-04T10:20:04.5644903Z
Statistics: FilesDownloaded:36; TotalNumberOfFiles:705252; SnapshotSizeBytes:1150837717533; ReusedBytes:1150836744794; DownloadedBytes:495986; RunTimeInSec:194; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:1543335484699; FilesFilterOutBySize:0,2020-07-04T10:23:19.5504394Z
Statistics: FilesDownloaded:26; TotalNumberOfFiles:922576; SnapshotSizeBytes:3212332864653; ReusedBytes:3212331906692; DownloadedBytes:489296; RunTimeInSec:238; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T10:23:46.9356681Z
Statistics: FilesDownloaded:39; TotalNumberOfFiles:705974; SnapshotSizeBytes:1153362839485; ReusedBytes:1153361768899; DownloadedBytes:495986; RunTimeInSec:348; ManifestTimeSec:17; CleanupTimeSec:1; CSWDoneSizeBytes:1540818443453; FilesFilterOutBySize:0,2020-07-04T10:25:16.4975762Z
Statistics: FilesDownloaded:35; TotalNumberOfFiles:705252; SnapshotSizeBytes:1150837718080; ReusedBytes:1150837152830; DownloadedBytes:338; RunTimeInSec:188; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:1543335484699; FilesFilterOutBySize:0,2020-07-04T10:26:29.1565946Z
Statistics: FilesDownloaded:23; TotalNumberOfFiles:922576; SnapshotSizeBytes:3212332864718; ReusedBytes:3212332398504; DownloadedBytes:0; RunTimeInSec:240; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-04T10:27:47.6151757Z
